               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 174,              1.7118,             0.74841,              1.4994,             0.97604,             0.99872,              0.9879,             0.69232,                   0,                   0,                   0,            0.004291,            0.004291,            0.004291
                 175,              1.7052,             0.74659,              1.5045,             0.97662,             0.99872,             0.98685,             0.69348,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                 176,               1.709,             0.75826,               1.497,             0.97742,             0.99872,              0.9876,             0.69405,                   0,                   0,                   0,            0.004225,            0.004225,            0.004225
                 177,              1.7127,             0.75819,              1.4966,             0.97625,             0.99744,             0.98692,             0.69273,                   0,                   0,                   0,            0.004192,            0.004192,            0.004192
                 178,              1.7063,             0.75052,              1.4922,             0.97629,             0.99744,             0.98801,             0.69603,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                 179,              1.6965,             0.74667,              1.5034,             0.97652,             0.99872,             0.98719,             0.69226,                   0,                   0,                   0,            0.004126,            0.004126,            0.004126
                 180,              1.7087,             0.75168,              1.4976,              0.9769,             0.99872,              0.9878,             0.69011,                   0,                   0,                   0,            0.004093,            0.004093,            0.004093
                 181,              1.6945,             0.74458,              1.4946,             0.97758,             0.99872,             0.98662,             0.69339,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                 182,              1.6883,             0.73789,              1.4908,              0.9762,             0.99744,             0.98738,             0.69308,                   0,                   0,                   0,            0.004027,            0.004027,            0.004027
                 183,              1.7046,             0.74929,              1.4927,             0.97731,             0.99872,             0.98798,             0.69298,                   0,                   0,                   0,            0.003994,            0.003994,            0.003994
                 184,              1.7044,             0.75155,              1.4875,             0.97772,             0.99872,             0.98829,             0.69461,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                 185,              1.6953,             0.74567,              1.4968,               0.978,             0.99872,             0.98822,             0.69435,                   0,                   0,                   0,            0.003928,            0.003928,            0.003928
                 186,              1.6937,             0.74105,              1.4992,              0.9762,             0.99872,              0.9883,             0.69612,                   0,                   0,                   0,            0.003895,            0.003895,            0.003895
                 187,              1.7008,             0.74466,              1.4771,             0.97687,             0.99872,             0.98846,             0.69419,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                 188,              1.6974,             0.74796,              1.5047,             0.97587,             0.99872,             0.98845,             0.69416,                   0,                   0,                   0,            0.003829,            0.003829,            0.003829
                 189,              1.7076,             0.75021,              1.4855,             0.97625,             0.99872,             0.98811,             0.69657,                   0,                   0,                   0,            0.003796,            0.003796,            0.003796
                 190,              1.6778,             0.72997,              1.4861,             0.97599,             0.99872,             0.98808,              0.6967,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                 191,                 1.7,              0.7484,               1.494,             0.97823,             0.99872,             0.98776,             0.69328,                   0,                   0,                   0,             0.00373,             0.00373,             0.00373
                 192,              1.6878,             0.73809,              1.4958,             0.97813,             0.99872,             0.98726,             0.69236,                   0,                   0,                   0,            0.003697,            0.003697,            0.003697
                 193,              1.6784,             0.73303,              1.4809,             0.97779,             0.99872,             0.98916,             0.69584,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                 194,              1.6855,             0.74277,              1.4939,             0.97721,             0.99872,             0.98888,             0.69346,                   0,                   0,                   0,            0.003631,            0.003631,            0.003631
                 195,              1.6881,             0.74563,              1.4853,             0.97702,             0.99872,             0.98854,             0.69215,                   0,                   0,                   0,            0.003598,            0.003598,            0.003598
                 196,               1.682,              0.7351,              1.4863,             0.97765,             0.99872,             0.98831,             0.69176,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                 197,              1.7068,             0.75248,              1.4838,             0.97704,             0.99872,             0.98831,             0.69181,                   0,                   0,                   0,            0.003532,            0.003532,            0.003532
                 198,              1.6802,             0.73546,              1.4848,             0.97659,             0.99872,             0.98837,             0.69164,                   0,                   0,                   0,            0.003499,            0.003499,            0.003499
                 199,              1.6869,               0.743,              1.4786,             0.97676,             0.99872,             0.98785,             0.68884,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                 200,              1.6669,             0.73092,              1.4855,             0.97676,             0.99872,              0.9885,             0.69519,                   0,                   0,                   0,            0.003433,            0.003433,            0.003433
                 201,              1.6867,             0.74096,               1.488,             0.97701,             0.99872,             0.98728,             0.69191,                   0,                   0,                   0,              0.0034,              0.0034,              0.0034
                 202,              1.6846,             0.73285,                1.48,             0.97735,             0.99872,             0.98708,              0.6937,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                 203,                1.68,             0.73923,              1.4786,             0.97699,             0.99872,             0.98752,             0.69248,                   0,                   0,                   0,            0.003334,            0.003334,            0.003334
                 204,              1.6723,             0.72688,              1.4691,             0.97716,             0.99872,             0.98733,             0.69027,                   0,                   0,                   0,            0.003301,            0.003301,            0.003301
                 205,              1.6832,             0.74087,              1.4733,             0.97755,             0.99872,             0.98715,             0.69043,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                 206,              1.6793,             0.73599,              1.4836,             0.97769,             0.99872,             0.98671,             0.69128,                   0,                   0,                   0,            0.003235,            0.003235,            0.003235
                 207,              1.6596,             0.72498,              1.4742,             0.97754,             0.99872,             0.98732,             0.68985,                   0,                   0,                   0,            0.003202,            0.003202,            0.003202
                 208,              1.6707,             0.73182,               1.475,             0.97762,             0.99872,              0.9876,             0.69081,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                 209,              1.6737,             0.73056,              1.4953,             0.97781,             0.99872,             0.98802,             0.69062,                   0,                   0,                   0,            0.003136,            0.003136,            0.003136
                 210,              1.6679,             0.72585,               1.475,             0.97819,             0.99872,             0.98822,             0.68942,                   0,                   0,                   0,            0.003103,            0.003103,            0.003103
                 211,              1.6703,             0.73217,              1.4838,             0.97749,             0.99872,             0.98828,             0.69422,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                 212,              1.6704,             0.72543,              1.4738,             0.97726,             0.99872,             0.98816,              0.6879,                   0,                   0,                   0,            0.003037,            0.003037,            0.003037
                 213,              1.6635,             0.72705,              1.4816,             0.97638,             0.99872,             0.98832,             0.69008,                   0,                   0,                   0,            0.003004,            0.003004,            0.003004
                 214,              1.6723,             0.73239,              1.4787,             0.97673,             0.99872,             0.98835,             0.69123,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                 215,              1.6636,             0.72369,               1.463,             0.97704,             0.99872,             0.98773,             0.69049,                   0,                   0,                   0,            0.002938,            0.002938,            0.002938
                 216,              1.6614,             0.72842,              1.4705,             0.97665,             0.99872,             0.98853,             0.69332,                   0,                   0,                   0,            0.002905,            0.002905,            0.002905
                 217,              1.6616,             0.72431,              1.4822,             0.97727,             0.99872,             0.98819,             0.69543,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                 218,              1.6626,             0.72936,              1.4854,             0.97731,             0.99872,             0.98838,             0.69415,                   0,                   0,                   0,            0.002839,            0.002839,            0.002839
                 219,              1.6555,             0.71936,              1.4821,             0.97779,             0.99862,             0.98813,             0.69413,                   0,                   0,                   0,            0.002806,            0.002806,            0.002806
                 220,              1.6659,             0.72475,              1.4707,             0.97782,             0.99842,              0.9881,             0.69326,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                 221,               1.661,             0.72542,              1.4789,             0.97789,             0.99814,             0.98776,             0.69341,                   0,                   0,                   0,             0.00274,             0.00274,             0.00274
                 222,              1.6564,             0.72438,              1.4831,              0.9775,              0.9984,             0.98771,             0.69143,                   0,                   0,                   0,            0.002707,            0.002707,            0.002707
                 223,              1.6527,             0.71747,              1.4692,             0.97671,             0.99872,             0.98812,             0.69158,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                 224,              1.6588,             0.72374,               1.482,             0.97776,             0.99872,             0.98817,             0.69449,                   0,                   0,                   0,            0.002641,            0.002641,            0.002641
                 225,              1.6528,             0.72329,              1.4747,             0.97774,             0.99872,             0.98883,             0.69516,                   0,                   0,                   0,            0.002608,            0.002608,            0.002608
                 226,              1.6583,              0.7236,              1.4846,             0.97749,             0.99872,             0.98813,             0.69383,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                 227,              1.6519,             0.71467,              1.4764,             0.97746,             0.99872,             0.98774,             0.69075,                   0,                   0,                   0,            0.002542,            0.002542,            0.002542
                 228,              1.6586,             0.72219,              1.4793,             0.97759,             0.99872,             0.98878,             0.69172,                   0,                   0,                   0,            0.002509,            0.002509,            0.002509
                 229,               1.648,             0.72094,               1.465,             0.97759,             0.99872,             0.98851,             0.69037,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                 230,              1.6509,             0.72211,              1.4729,              0.9777,             0.99872,             0.98835,             0.69279,                   0,                   0,                   0,            0.002443,            0.002443,            0.002443
                 231,              1.6494,             0.71985,              1.4686,             0.97759,             0.99872,              0.9885,             0.69405,                   0,                   0,                   0,             0.00241,             0.00241,             0.00241
                 232,              1.6491,             0.72714,              1.4719,             0.97767,             0.99872,             0.98828,             0.69309,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                 233,              1.6498,             0.72258,              1.4677,             0.97765,             0.99872,             0.98787,              0.6932,                   0,                   0,                   0,            0.002344,            0.002344,            0.002344
                 234,              1.6441,             0.71769,              1.4655,             0.97763,             0.99872,             0.98779,             0.69071,                   0,                   0,                   0,            0.002311,            0.002311,            0.002311
                 235,              1.6393,             0.71319,               1.469,             0.97768,             0.99872,             0.98772,             0.69032,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                 236,              1.6357,             0.71271,              1.4691,             0.97766,             0.99872,             0.98794,             0.69206,                   0,                   0,                   0,            0.002245,            0.002245,            0.002245
                 237,              1.6387,             0.71885,              1.4632,             0.97759,             0.99872,             0.98779,             0.69118,                   0,                   0,                   0,            0.002212,            0.002212,            0.002212
                 238,              1.6402,             0.71462,              1.4628,             0.97758,             0.99872,             0.98805,             0.69097,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                 239,              1.6566,             0.72225,              1.4676,             0.97773,             0.99872,             0.98815,             0.69137,                   0,                   0,                   0,            0.002146,            0.002146,            0.002146
                 240,              1.6392,             0.71218,              1.4571,             0.97766,             0.99872,             0.98817,             0.69001,                   0,                   0,                   0,            0.002113,            0.002113,            0.002113
                 241,              1.6401,             0.71239,              1.4564,             0.97764,             0.99872,             0.98808,             0.69024,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                 242,              1.6413,             0.71613,              1.4751,              0.9776,             0.99872,             0.98788,             0.69052,                   0,                   0,                   0,            0.002047,            0.002047,            0.002047
                 243,              1.6417,             0.71054,              1.4704,             0.97766,             0.99872,             0.98759,             0.68844,                   0,                   0,                   0,            0.002014,            0.002014,            0.002014
                 244,              1.6289,             0.70612,              1.4602,             0.97763,             0.99872,             0.98797,             0.69191,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                 245,              1.6356,             0.71433,              1.4727,             0.97771,             0.99872,             0.98789,             0.69235,                   0,                   0,                   0,            0.001948,            0.001948,            0.001948
                 246,              1.6383,              0.7125,              1.4677,             0.97776,             0.99872,             0.98742,             0.69024,                   0,                   0,                   0,            0.001915,            0.001915,            0.001915
                 247,              1.6271,             0.71065,              1.4648,             0.97783,             0.99872,             0.98786,             0.69081,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                 248,              1.6384,              0.7147,              1.4617,             0.97781,             0.99872,             0.98782,             0.69145,                   0,                   0,                   0,            0.001849,            0.001849,            0.001849
                 249,               1.631,             0.70816,              1.4603,             0.97781,             0.99872,             0.98801,             0.69192,                   0,                   0,                   0,            0.001816,            0.001816,            0.001816
                 250,              1.6231,             0.70741,              1.4618,             0.97774,             0.99872,             0.98796,             0.69036,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                 251,              1.6298,             0.70189,              1.4631,             0.97736,             0.99872,             0.98815,             0.69024,                   0,                   0,                   0,             0.00175,             0.00175,             0.00175
                 252,              1.6192,             0.70411,              1.4576,             0.97716,             0.99872,             0.98785,             0.69079,                   0,                   0,                   0,            0.001717,            0.001717,            0.001717
                 253,              1.6294,             0.70772,               1.462,             0.97687,             0.99872,             0.98761,             0.69019,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                 254,              1.6321,             0.70795,               1.458,             0.97635,             0.99872,              0.9877,             0.69045,                   0,                   0,                   0,            0.001651,            0.001651,            0.001651
                 255,              1.6268,             0.71073,              1.4541,             0.97641,             0.99872,             0.98773,             0.69151,                   0,                   0,                   0,            0.001618,            0.001618,            0.001618
                 256,               1.616,             0.70214,              1.4585,             0.97694,             0.99872,             0.98777,             0.69183,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                 257,              1.6354,             0.71505,              1.4584,             0.97696,             0.99872,             0.98806,             0.69221,                   0,                   0,                   0,            0.001552,            0.001552,            0.001552
                 258,              1.6217,             0.70277,              1.4587,             0.97694,             0.99872,              0.9883,             0.69113,                   0,                   0,                   0,            0.001519,            0.001519,            0.001519
                 259,              1.6232,             0.70353,              1.4452,             0.97694,             0.99872,             0.98825,             0.69276,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                 260,              1.6226,             0.70902,              1.4694,             0.97678,             0.99872,              0.9882,             0.69265,                   0,                   0,                   0,            0.001453,            0.001453,            0.001453
                 261,              1.6188,              0.7064,               1.453,             0.97669,             0.99872,             0.98801,             0.69294,                   0,                   0,                   0,             0.00142,             0.00142,             0.00142
                 262,               1.613,             0.69562,              1.4492,             0.97669,             0.99872,             0.98767,             0.69064,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                 263,              1.6136,             0.69617,              1.4486,             0.97676,             0.99872,             0.98753,             0.69151,                   0,                   0,                   0,            0.001354,            0.001354,            0.001354
                 264,              1.6188,             0.70476,              1.4592,              0.9768,             0.99872,             0.98747,             0.69121,                   0,                   0,                   0,            0.001321,            0.001321,            0.001321
                 265,              1.6196,             0.70953,              1.4523,             0.97679,             0.99872,             0.98752,              0.6903,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                 266,              1.6135,             0.70146,              1.4561,             0.97689,             0.99872,             0.98711,             0.69313,                   0,                   0,                   0,            0.001255,            0.001255,            0.001255
                 267,              1.6222,             0.70911,              1.4466,             0.97691,             0.99872,             0.98721,             0.69359,                   0,                   0,                   0,            0.001222,            0.001222,            0.001222
                 268,              1.6177,             0.70478,              1.4512,             0.97681,             0.99872,              0.9875,             0.69463,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                 269,              1.6194,             0.70078,              1.4624,             0.97677,             0.99872,             0.98757,              0.6943,                   0,                   0,                   0,            0.001156,            0.001156,            0.001156
                 270,              1.6021,             0.69856,              1.4456,             0.97698,             0.99872,             0.98757,             0.69342,                   0,                   0,                   0,            0.001123,            0.001123,            0.001123
                 271,              1.6144,             0.70319,              1.4703,              0.9773,             0.99872,             0.98766,             0.69427,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                 272,              1.6194,             0.70098,              1.4537,             0.97701,             0.99872,             0.98781,             0.69346,                   0,                   0,                   0,            0.001057,            0.001057,            0.001057
                 273,              1.6202,             0.70608,              1.4469,             0.97684,             0.99872,             0.98786,             0.69233,                   0,                   0,                   0,            0.001024,            0.001024,            0.001024
                 274,              1.6063,             0.69557,              1.4565,             0.97633,             0.99872,             0.98663,             0.69132,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                 275,              1.6155,             0.70521,              1.4455,             0.97624,             0.99872,             0.98764,             0.69305,                   0,                   0,                   0,            0.000958,            0.000958,            0.000958
                 276,              1.6033,             0.69429,              1.4457,             0.97593,             0.99872,             0.98679,             0.69232,                   0,                   0,                   0,            0.000925,            0.000925,            0.000925
                 277,              1.6192,             0.70239,              1.4641,             0.97582,             0.99872,             0.98746,              0.6929,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                 278,              1.6122,             0.69522,              1.4582,             0.97566,             0.99872,             0.98737,             0.69189,                   0,                   0,                   0,            0.000859,            0.000859,            0.000859
                 279,              1.6023,             0.69338,              1.4465,             0.97585,             0.99872,             0.98752,             0.69138,                   0,                   0,                   0,            0.000826,            0.000826,            0.000826
                 280,              1.6024,             0.69042,              1.4481,             0.97599,             0.99872,             0.98751,             0.69109,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                 281,              1.6045,             0.70226,              1.4534,             0.97629,             0.99872,             0.98757,             0.69055,                   0,                   0,                   0,             0.00076,             0.00076,             0.00076
                 282,              1.5988,             0.69298,              1.4429,             0.97656,             0.99872,             0.98776,             0.69009,                   0,                   0,                   0,            0.000727,            0.000727,            0.000727
                 283,              1.5926,             0.69273,              1.4415,             0.97667,             0.99872,             0.98785,             0.68979,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                 284,               1.613,              0.6982,              1.4565,              0.9767,             0.99872,             0.98785,             0.68936,                   0,                   0,                   0,            0.000661,            0.000661,            0.000661
                 285,              1.5956,             0.69119,              1.4528,             0.97695,             0.99872,             0.98779,             0.69066,                   0,                   0,                   0,            0.000628,            0.000628,            0.000628
                 286,              1.5897,              0.6854,               1.445,             0.97682,             0.99872,             0.98778,             0.69031,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                 287,              1.5889,             0.68979,              1.4393,             0.97689,             0.99872,             0.98778,             0.69062,                   0,                   0,                   0,            0.000562,            0.000562,            0.000562
                 288,              1.5975,             0.69375,               1.456,             0.97707,             0.99872,             0.98782,             0.69208,                   0,                   0,                   0,            0.000529,            0.000529,            0.000529
                 289,              1.5902,             0.68956,              1.4413,             0.97696,             0.99872,             0.98783,             0.69119,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                 290,              1.6094,             0.70059,               1.453,             0.97713,             0.99872,              0.9878,              0.6891,                   0,                   0,                   0,            0.000463,            0.000463,            0.000463
